Topology_ID,Edges,Cost,Final_r(t),Efficiency
0,3000,0.6060606060606061,0.9487238663639139,0.9633268492869238
1,3000,0.6060606060606061,0.9476509445900876,0.9622374128465053
2,3000,0.6060606060606061,0.953090662309458,0.9677608599920854
3,3000,0.6060606060606061,0.9513716200580479,0.9660153578343408
4,3000,0.6060606060606061,0.9508147176243504,0.9654498834262075
5,3000,0.6060606060606061,0.9507219819335947,0.9653557203256896
6,3000,0.6060606060606061,0.9478067244367838,0.962395590493575
7,3000,0.6060606060606061,0.9491546538784141,0.963764267585091
8,3000,0.6060606060606061,0.9539252948513586,0.9686083393961641
9,3000,0.6060606060606061,0.9473087942633887,0.9618899960607713
10,3000,0.6060606060606061,0.9515024287348278,0.96614817994932
11,3000,0.6060606060606061,0.9531159441963478,0.9677865310237787
12,3000,0.6060606060606061,0.9490190959257796,0.963626623092276
13,3000,0.6060606060606061,0.9489400816178115,0.9635463925773263
14,3000,0.6060606060606061,0.9541140181115737,0.9687999675295924
15,3000,0.6060606060606061,0.9490518990027702,0.9636599310820132
16,3000,0.6060606060606061,0.9483253538967438,0.9629222028212752
17,3000,0.6060606060606061,0.9502691964183938,0.9648959654283737
18,3000,0.6060606060606061,0.9498200301909165,0.9644398855277172
19,3000,0.6060606060606061,0.947921454364604,0.9625120863716744
20,3000,0.6060606060606061,0.9498104875386435,0.9644301959926755
21,3000,0.6060606060606061,0.949723472496873,0.9643418415947297
22,3000,0.6060606060606061,0.9459900525178848,0.9605509559293279
23,3000,0.6060606060606061,0.9490482094754724,0.9636561847646355
24,3000,0.6060606060606061,0.9487377689898119,0.9633409659053392
25,3000,0.6060606060606061,0.947259095453434,0.9618395322749382
26,3000,0.6060606060606061,0.9535202344263036,0.9681970441849089
27,3000,0.6060606060606061,0.9516508046263404,0.9662988396777706
28,3000,0.6060606060606061,0.9507488047336896,0.9653829559886897
29,3000,0.6060606060606061,0.9507304780387892,0.9653643472049518
30,3000,0.6060606060606061,0.9477232323459699,0.9623108132726831
31,3000,0.6060606060606061,0.9492930113747441,0.9639047547128425
32,3000,0.6060606060606061,0.9530034719792622,0.9676723276076332
33,3000,0.6060606060606061,0.9527022750079778,0.9673664945410801
34,3000,0.6060606060606061,0.950171245795746,0.9647965071264943
35,3000,0.6060606060606061,0.9517160349658388,0.9663650740581364
36,3000,0.6060606060606061,0.947935261874131,0.9625261064096652
37,3000,0.6060606060606061,0.9505555680569617,0.9651867449671705
38,3000,0.6060606060606061,0.9508399294455909,0.9654754833137844
39,3000,0.6060606060606061,0.9418636780029717,0.9563610672785197
40,3000,0.6060606060606061,0.9534293725425536,0.9681047837334789
41,3000,0.6060606060606061,0.9541599431261832,0.9688465994329267
42,3000,0.6060606060606061,0.9519288772127351,0.9665811924234134
43,3000,0.6060606060606061,0.9462831223868684,0.9608485367992927
44,3000,0.6060606060606061,0.9469942608308946,0.9615706212550322
45,3000,0.6060606060606061,0.9483608429616646,0.9629582381423063
46,3000,0.6060606060606061,0.9476543429731928,0.9622408635383299
47,3000,0.6060606060606061,0.9477981822445776,0.9623869168179189
48,3000,0.6060606060606061,0.952201080458135,0.9668575854857717
49,3000,0.6060606060606061,0.9486879096857108,0.9632903391549957
50,3000,0.6060606060606061,0.9507100327843513,0.9653435872523051
51,3000,0.6060606060606061,0.9512080103837272,0.9658492298410815
52,3000,0.6060606060606061,0.9500904874215952,0.9647145057002813
53,3000,0.6060606060606061,0.9459867221471451,0.9605475742967313
54,3000,0.6060606060606061,0.9524221733310784,0.96708208147269
55,3000,0.6060606060606061,0.9504958368788546,0.9651260943925933
56,3000,0.6060606060606061,0.9496892248056793,0.9643070667549448
57,3000,0.6060606060606061,0.9505720922378538,0.9652035234921768
58,3000,0.6060606060606061,0.9486813233711272,0.9632836514622948
59,3000,0.6060606060606061,0.952389750988418,0.9670491600776363
60,3000,0.6060606060606061,0.9542735910526232,0.9689619966552239
61,3000,0.6060606060606061,0.9512952320747519,0.9659377940690758
62,3000,0.6060606060606061,0.9485590407481221,0.9631594866361337
63,3000,0.6060606060606061,0.9482295679366324,0.9628249425009318
64,3000,0.6060606060606061,0.9520233016204527,0.9666770702340254
65,3000,0.6060606060606061,0.9373950037173383,0.9518236100976781
66,3000,0.6060606060606061,0.9488343178368597,0.9634390008551559
67,3000,0.6060606060606061,0.9531719768521149,0.9678434261474821
68,3000,0.6060606060606061,0.9499646365034929,0.9645867176549779
69,3000,0.6060606060606061,0.9509020123984576,0.9655385218621965
70,3000,0.6060606060606061,0.953405811426186,0.9680808599588161
71,3000,0.6060606060606061,0.9528953072894581,0.9675624980212517
72,3000,0.6060606060606061,0.9434823345404892,0.9580046385616378
73,3000,0.6060606060606061,0.9512930481337339,0.9659355765123193
74,3000,0.6060606060606061,0.9507261576301105,0.9653599602955173
75,3000,0.6060606060606061,0.9511963795096413,0.9658374199418212
76,3000,0.6060606060606061,0.9436234738680002,0.958147950339176
77,3000,0.6060606060606061,0.9523421267173032,0.9670008027624373
78,3000,0.6060606060606061,0.9523604913631152,0.9670194500812362
79,3000,0.6060606060606061,0.9524320561148,0.9670921163745643
80,3000,0.6060606060606061,0.9486675520835673,0.9632696682038083
81,3000,0.6060606060606061,0.9524803230897588,0.9671411262862575
82,3000,0.6060606060606061,0.9498825332895585,0.964503350688888
83,3000,0.6060606060606061,0.9499610478054884,0.964583073718882
84,3000,0.6060606060606061,0.9506810380506169,0.9653141462247473
85,3000,0.6060606060606061,0.949559096995164,0.9641749359862853
86,3000,0.6060606060606061,0.9513317945373325,0.9659749193097583
87,3000,0.6060606060606061,0.9492576119285822,0.9638688103900035
88,3000,0.6060606060606061,0.9512714641225227,0.9659136602748848
89,3000,0.6060606060606061,0.9518259014613887,0.9664766316448618
90,3000,0.6060606060606061,0.9503214368430066,0.9649490099500011
91,3000,0.6060606060606061,0.9466648549722879,0.9612361451032682
92,3000,0.6060606060606061,0.9537288723778946,0.9684088935413693
93,3000,0.6060606060606061,0.9501825348088029,0.9648079699027196
94,3000,0.6060606060606061,0.9505046853479605,0.9651350790594357
95,3000,0.6060606060606061,0.9514044415063202,0.9660486844781347
96,3000,0.6060606060606061,0.9513666861437535,0.9660103479760666
97,3000,0.6060606060606061,0.9484225729518532,0.963020918295155
98,3000,0.6060606060606061,0.9505539860297877,0.9651851385890587
99,3000,0.6060606060606061,0.9472138960880825,0.9617936371902275
