Topology_ID,Edges,Cost,Final_r(t),Efficiency
4,2000,0.40404040404040403,0.7436622017528985,0.7523509293247134
2,2000,0.40404040404040403,0.8134055092908213,0.8229090968860795
3,2000,0.40404040404040403,0.8921425075090561,0.9025660347297627
6,2000,0.40404040404040403,0.8638954041880854,0.8739889006705478
7,2000,0.40404040404040403,0.8198889770263839,0.8294683155267468
1,2000,0.40404040404040403,0.7887891938667329,0.7980051717676465
5,2000,0.40404040404040403,0.8550799966905823,0.8650704965786234
0,2000,0.40404040404040403,0.7510743560207331,0.7598496849943694
8,2000,0.40404040404040403,0.8357444562348456,0.8455090454297284
9,2000,0.40404040404040403,0.8624370405479985,0.8725134979442475
10,2000,0.40404040404040403,0.8957824572376336,0.9062485125463514
11,2000,0.40404040404040403,0.8067621399204401,0.8161881083675392
12,2000,0.40404040404040403,0.852423380823259,0.8623828416031141
13,2000,0.40404040404040403,0.8438976886001203,0.8537575377324916
14,2000,0.40404040404040403,0.8656968023548405,0.8758113458367098
15,2000,0.40404040404040403,0.9013101746339985,0.9118408141456484
17,2000,0.40404040404040403,0.8646479411274682,0.8747502300272925
16,2000,0.40404040404040403,0.8819677542214488,0.892272402656575
18,2000,0.40404040404040403,0.8419669614227501,0.8518042525140913
19,2000,0.40404040404040403,0.7966412802608897,0.8059489995994995
20,2000,0.40404040404040403,0.6332853999312654,0.640684517840231
22,2000,0.40404040404040403,0.8751222791622784,0.8853469471066002
23,2000,0.40404040404040403,0.7842544555159606,0.7934174508852269
21,2000,0.40404040404040403,0.8995481297013345,0.9100581820050382
24,2000,0.40404040404040403,0.8779111357010448,0.8881683878141535
28,2000,0.40404040404040403,0.8545025421837715,0.8644862952654228
26,2000,0.40404040404040403,0.8394349474294667,0.8492426552237897
25,2000,0.40404040404040403,0.8655866666268948,0.8756999233157367
27,2000,0.40404040404040403,0.676185321174779,0.684085668980408
29,2000,0.40404040404040403,0.859771342561369,0.8698166547366561
30,2000,0.40404040404040403,0.8596630683495531,0.8697071154812125
31,2000,0.40404040404040403,0.8582313664292166,0.8682586859822515
32,2000,0.40404040404040403,0.7316780730409279,0.7402267816238545
