Topology_ID,Edges,Cost,Final_r(t),Efficiency
44,2000,0.40404040404040403,0.8875573109032956,0.8985383858278319
45,2000,0.40404040404040403,0.8943428277115352,0.9054078547004144
46,2000,0.40404040404040403,0.872806288178889,0.883604859862496
47,2000,0.40404040404040403,0.877567255221811,0.8884247307476482
48,2000,0.40404040404040403,0.8707394031775797,0.8815124028572373
49,2000,0.40404040404040403,0.8925057585170089,0.9035480568389965
50,2000,0.40404040404040403,0.8694568728090385,0.8802140047110362
51,2000,0.40404040404040403,0.879091295154173,0.8899676264727343
52,2000,0.40404040404040403,0.8634763284788387,0.8741594676317792
53,2000,0.40404040404040403,0.8696293342435215,0.8803885998803331
54,2000,0.40404040404040403,0.8767272534524608,0.8875743362721001
55,2000,0.40404040404040403,0.8925361322460627,0.9035788063592137
56,2000,0.40404040404040403,0.8589772645141972,0.869604740153493
57,2000,0.40404040404040403,0.8690445168243451,0.8797965469578058
58,2000,0.40404040404040403,0.8777126269890416,0.8885719010897406
59,2000,0.40404040404040403,0.8855729049592874,0.8965294283308319
60,2000,0.40404040404040403,0.8847295276036742,0.8956756165054466
61,2000,0.40404040404040403,0.8712884297929065,0.8820682221633848
62,2000,0.40404040404040403,0.8849205837022464,0.8958690363965395
63,2000,0.40404040404040403,0.8863421295722903,0.8973081699778398
64,2000,0.40404040404040403,0.8673867803823628,0.8781183005973643
65,2000,0.40404040404040403,0.8841531290003051,0.8950920865583634
66,2000,0.40404040404040403,0.8910792464463992,0.9021038956140893
67,2000,0.40404040404040403,0.8730364419105492,0.8838378611121029
68,2000,0.40404040404040403,0.8890056142655172,0.900004607951511
69,2000,0.40404040404040403,0.8947888582889268,0.9058594036765942
70,2000,0.40404040404040403,0.8872705881532105,0.8982481156741452
71,2000,0.40404040404040403,0.8915171085816903,0.9025471750862162
72,2000,0.40404040404040403,0.8939063304020434,0.9049659569400434
73,2000,0.40404040404040403,0.8689722846111365,0.8797234210700868
74,2000,0.40404040404040403,0.882766342353935,0.8936881422503066
75,2000,0.40404040404040403,0.8717522838389421,0.8825378151244977
76,2000,0.40404040404040403,0.8635873477302795,0.8742718604404012
77,2000,0.40404040404040403,0.8805170596937228,0.8914110309179457
78,2000,0.40404040404040403,0.8844528489044517,0.8953955146700628
79,2000,0.40404040404040403,0.8655416166334341,0.8762503080337481
80,2000,0.40404040404040403,0.8713564418005889,0.8821370756321681
81,2000,0.40404040404040403,0.8587590665561672,0.8693838425972555
82,2000,0.40404040404040403,0.8819671858727461,0.8928790984107594
83,2000,0.40404040404040403,0.8896231749624336,0.9006298092595745
84,2000,0.40404040404040403,0.8836130896968247,0.8945453657572706
85,2000,0.40404040404040403,0.8839098156376763,0.8948457628636329
86,2000,0.40404040404040403,0.8806219225919668,0.8915171912054718
87,2000,0.40404040404040403,0.8593478840578126,0.869979945092245
88,2000,0.40404040404040403,0.8948661661286226,0.9059376679876857
89,2000,0.40404040404040403,0.8740806614127538,0.8848949999519666
90,2000,0.40404040404040403,0.8789883613560616,0.8898634191526369
91,2000,0.40404040404040403,0.8628214128797719,0.8734964492576305
92,2000,0.40404040404040403,0.8928753829579643,0.9039222543634365
93,2000,0.40404040404040403,0.8676926387361653,0.8784279431051116
94,2000,0.40404040404040403,0.8980926113511996,0.9092040315753009
95,2000,0.40404040404040403,0.8744252639163247,0.8852438659615269
96,2000,0.40404040404040403,0.8716362943630315,0.8824203905985798
97,2000,0.40404040404040403,0.8947833656213905,0.9058538430524392
98,2000,0.40404040404040403,0.8872450799448905,0.8982222918720678
99,2000,0.40404040404040403,0.8888552515797271,0.8998523849420008
